distance;retries;Column1;_1;_2;_3;_4;_5;_6;_7;_8;_9;_10;_11;_12;_13;_14;_15;_16;_17;_18;_19;_20;_21;_22;_23;_24;_25;_26;_27;_28;_29;_30;_31;_32;_33;_34;_35;_36;_37;_38;_39;_40;_41;_42;_43;_44;_45;_46;_47;_48;_49;_50;_51;_52;_53;_54;_55;_56;_57;_58;_59;_60;_61;_62;_63;_64;_65;_66;_67;_68;_69;_70;_71;_72;_73;_74;_75;_76;_77;_78;_79;_80;_81;_82;_83;_84;_85;_86;_87;_88;_89;_90;_91;_92;_93;_94
250;2;120.11245398749564;158.65442679270308;128.6928323718675;122.342981059681;112.1041579161951;156.1205430194796;127.51428793112879;146.38328485555763;150.13402880772443;144.0453845670817;141.74482308927838;132.29422515218823;131.687069245691;150.47973448311032;135.99640077891235;153.9808771765164;146.72035389152555;142.071211385041;121.5017201781105;120.66624401638853;122.62469376153705;135.99640077891235;131.687069245691;120.38903057281587;139.80217960037407;118.19412744424307;141.4191846239604;126.92906924156685;138.52189787423194;121.78149575309698;117.38139511592345;132.29422515218823;135.37225397356013;131.3845370318381;132.9041804094259;119.83651279733715;124.04301747004386;131.99029808444726;155.40403774715355;120.38903057281587;139.48100408072568;118.46628680064781;134.750971650153;120.94409578467344;122.90705514830907;111.07752939570332;126.05627327270784;124.32864475568945;119.83651279733715;131.0826998424925;130.18134247263782;145.0427346212984;131.99029808444726;112.1041579161951;110.8223446530412;135.99640077891235;137.5693867214618;135.68396849198137;142.72624437825547;147.05819907850767;141.09429426645892;147.05819907850767;137.25334072422285;145.0427346212984;141.09429426645892;132.59885205668874;122.90705514830907;139.80217960037407;117.92259333504816;137.25334072422285;120.38903057281587;149.78911734170106;123.47372995481003;130.4811041541137;149.78911734170106;146.72035389152555;125.76667700754922;131.687069245691;131.99029808444726;134.1325406623339;120.38903057281587;138.52189787423194;131.99029808444726;131.0826998424925;119.01248701729637;139.80217960037407;127.80790832738843;119.01248701729637;111.33330173875498;130.4811041541137;128.98916653998216;137.5693867214618;139.48100408072568;150.47973448311032;136.9380207974764
300;2;166.50551309015668;149.1016697436037;137.8861604610773;152.2202401555017;153.9808771765164;108.3025197932092;112.88035139376932;147.73622505843724;146.38328485555763;138.20366361880318;150.47973448311032;149.1016697436037;137.25334072422285;131.687069245691;153.62712812636244;155.7618783929666;140.1240946738786;137.5693867214618;133.51694792407994;131.687069245691;138.84086491082343;133.82439032753845;167.65837392639204;122.342981059681;119.28653076694064;136.62342527317932;171.1650713707123;143.05489254083338;149.44499826045774;165.74134666021052;144.0453845670817;149.1016697436037;141.74482308927838;147.05819907850767;149.44499826045774;157.2014997784399;129.88226945076727;146.38328485555763;114.71243373975977;157.92629242245135;136.62342527317932;123.75804637224999;126.92906924156685;127.51428793112879;137.8861604610773;140.4467510041707;138.84086491082343;175.1474902728613;142.071211385041;127.51428793112879;142.071211385041;134.1325406623339;139.80217960037407;148.07640943814368;120.94409578467344;135.99640077891235;115.77265768219846;156.84035180832117;149.1016697436037;140.1240946738786;133.51694792407994;135.68396849198137;155.04701918906255;127.51428793112879;168.81921700947953;137.8861604610773;157.92629242245135;120.94409578467344;139.16056641591413;152.5707496392494;132.59885205668874;131.99029808444726;128.10220482778118;127.22134208574965;157.2014997784399;196.0419016920219;140.4467510041707;143.71446089068743;132.29422515218823;152.5707496392494;126.63746785245633;131.0826998424925;191.1442580133571;129.58388350640496;128.10220482778118;135.99640077891235;141.09429426645892;168.43137899504623;128.6928323718675;160.489484056269;136.9380207974764;127.51428793112879;131.3845370318381;133.82439032753845;141.74482308927838
350;2;165.74134666021052;138.52189787423194;160.12078241236603;164.98068732334383;148.75912997493032;189.39379531462785;160.85903468991685;138.84086491082343;175.95502463319346;155.04701918906255;127.80790832738843;203.85896781553103;172.74705599836088;184.23800377271442;142.071211385041;150.82623619664253;139.16056641591413;180.46347821208073;154.69082083006467;166.88891651518585;179.63525259166943;190.7051314091029;160.489484056269;143.05489254083338;166.50551309015668;159.38591829654547;168.0444319830006;197.85380918207326;160.12078241236603;165.3605796128513;170.7718440912787;168.81921700947953;134.750971650153;153.9808771765164;175.1474902728613;172.74705599836088;162.71959128443044;149.1016697436037;169.5975742568894;171.55920411377264;147.73622505843724;164.2235189839767;152.5707496392494;146.38328485555763;183.3924552080421;174.74511395537968;146.38328485555763;157.2014997784399;168.43137899504623;155.40403774715355;164.60166778205706;155.40403774715355;122.06191555248;149.78911734170106;169.2079480779645;160.12078241236603;150.82623619664253;156.48003352402927;143.05489254083338;189.39379531462785;161.6006907506438;148.75912997493032;144.37707024389624;180.46347821208073;149.44499826045774;161.97280010108508;118.73907284398597;120.11245398749564;149.44499826045774;160.85903468991685;161.97280010108508;157.92629242245135;160.85903468991685;120.94409578467344;137.5693867214618;161.6006907506438;172.74705599836088;135.37225397356013;159.38591829654547;146.72035389152555;153.27419176407454;129.28618306108862;146.38328485555763;142.071211385041;145.0427346212984;179.22256628189072;134.44140055858222;148.75912997493032;170.7718440912787;182.1314029007877;135.68396849198137;157.92629242245135;161.97280010108508;152.9220662226185;
400;2;252.47908674801366;257.1677049508413;259.54456462613547;277.4465828783136;268.0379086046006;236.18807616008147;258.94829809685814;261.94339230832657;250.16693137303636;295.9020302120025;256.57689891684043;249.01880620114244;200.60311835065107;263.7570516442754;237.27704401627443;191.1442580133571;267.4221298318544;260.1422041467649;222.4780445427044;251.32035008653247;184.66223886473054;217.92008663711292;241.6833553746412;329.6819561602209;263.7570516442754;283.90180477109226;255.9874501752332;282.598855549887;222.99033295098835;213.9470213365385;261.94339230832657;241.6833553746412;303.4838572720161;248.44672109694383;231.88195337772558;234.56398798235475;269.8937655172144;222.99033295098835;236.18807616008147;221.45699575047882;227.65433876444487;241.6833553746412;219.42893477463318;214.9334446689586;269.8937655172144;270.5152355945282;276.1732594861681;259.54456462613547;266.8077657227987;242.7976597445259;245.04170499434795;226.60953370011526;215.4283605267583;260.1422041467649;277.4465828783136;217.92008663711292;256.57689891684043;261.94339230832657;251.8990521439864;284.5555304183761;255.9874501752332;222.99033295098835;243.9171017219502;255.39935560783434;276.80918902161307;225.56952370197416;278.725777050505;266.8077657227987;263.15110752834715;225.56952370197416;247.87595027647916;198.76603321102291;220.94822996518673;219.42893477463318;263.7570516442754;293.19221579357423;231.34923774277578;249.01880620114244;235.64546782369993;268.6551052985083;294.5440067217022;294.5440067217022;274.274223205303;243.9171017219502;270.5152355945282;285.8675010773755;237.82340929672839;263.15110752834715;232.41589566874947;249.59220861540658;240.57416503357393;243.9171017219502;278.725777050505;302.78664650003196;286.52575302941904
450;2;251.32035008653247;282.598855549887;334.2631043753249;323.67127600466995;291.17615292023476;303.4838572720161;363.11820705465465;348.39204805117305;268.0379086046006;285.21076136507946;293.86733397819717;350.80426576336697;285.21076136507946;306.994066649216;297.2663150003028;270.5152355945282;324.4165767067347;266.8077657227987;271.1381366980691;333.4951826837323;305.58513696531435;319.23529109056983;301.3970265024886;300.0137840772717;338.90791066626997;311.97667347925545;253.64316587639095;281.9496250833612;297.2663150003028;317.04014952964735;351.6120441636875;292.51864859645656;288.50961718568635;282.598855549887;300.7046099258363;305.58513696531435;310.54487643917764;280.6556352662915;276.1732594861681;296.5833881427452;319.23529109056983;274.9057799304979;325.9123305559271;339.6882959598702;370.71308978460263;326.6627916155961;308.4094923390225;281.9496250833612;323.67127600466995;319.97037728515147;269.8937655172144;287.18552070336415;359.79283969449995;312.6950456395597;317.04014952964735;311.2599516762814;250.16693137303636;289.839818542273;318.50189365142256;320.70715612377506;300.0137840772717;279.367584132936;324.4165767067347;317.04014952964735;268.0379086046006;296.5833881427452;291.17615292023476;315.58511398926566;304.88309880366177;293.86733397819717;295.2222376036896;276.1732594861681;303.4838572720161;313.4150719573846;325.16359357324677;292.51864859645656;339.6882959598702;278.725777050505;307.7009656247064;323.67127600466995;354.8618009295309;317.04014952964735;319.23529109056983;323.67127600466995;290.5072173393252;308.4094923390225;325.9123305559271;309.8314439851943;311.97667347925545;297.2663150003028;277.4465828783136;268.0379086046006;263.15110752834715;331.20198654813083;311.2599516762814
500;2;374.13938701108043;378.46682503849723;356.49792541509163;302.78664650003196;375.8643926625708;367.31816993535824;348.39204805117305;403.64202988183786;349.99834311843045;357.3188143038935;284.5555304183761;317.04014952964735;342.040250112449;369.0117257090382;382.8443158551454;324.4165767067347;297.95081439736;419.73704023717846;428.5161472499453;387.27243839056536;413.0333831330028;359.79283969449995;372.422298162979;317.7701810880355;380.2117827594916;379.3383005487472;358.1415934100561;358.1415934100561;389.05799523938344;331.20198654813083;296.5833881427452;336.57749526173416;338.1293181963075;338.1293181963075;375.8643926625708;364.79239849526294;289.839818542273;331.20198654813083;339.6882959598702;352.4216825925416;475.2440304965578;329.6819561602209;351.6120441636875;429.50286868328885;351.6120441636875;389.95385847623;342.82784807816876;376.72987568964214;351.6120441636875;306.994066649216;333.4951826837323;342.82784807816876;389.05799523938344;298.63688995492015;390.8517845698973;278.08544442808454;363.9543401153048;311.97667347925545;349.99834311843045;361.4516992088564;338.90791066626997;363.9543401153048;354.8618009295309;354.0465566776694;384.60945641884547;337.3525144312268;302.091037470114;293.19221579357423;400.866486512238;381.9647857759958;330.44109733708814;412.0844979880139;312.6950456395597;356.49792541509163;371.5667111794065;325.9123305559271;399.0267353460573;358.96626708608295;346.79312497265164;342.82784807816876;349.99834311843045;342.040250112449;306.994066649216;371.5667111794065;387.27243839056536;345.2015400495941;366.4743089566345;360.62131560787793;381.9647857759958;396.28292789392685;395.3725245249812;350.80426576336697;391.75177827041654;351.6120441636875;400.866486512238
50;3;81.24168037032425;80.49768453938279;81.24168037032425;80.86882686115663;86.24813396809573;69.31965032844674;66.66155637220571;70.12142769082233;73.59141835689192;84.67567925042412;88.05207673504692;72.08373436149837;71.0958111755837;87.04527804082183;81.05503922506719;76.52583685851603;62.36027290886878;78.30632826816861;83.70748671638003;69.96033373619683;70.6069386283604;82.94090950069848;78.66736713095496;86.44673297753417;80.49768453938279;87.04527804082183;81.42875128425993;89.48118865153393;78.30632826816861;74.78582940118197;70.44472928177102;81.80418637886815;67.74349365427292;80.49768453938279;81.24168037032425;88.86589365874443;86.24813396809573;87.24571259169099;76.8786665943013;68.36960951264311;81.9925525455932;73.42235259482725;92.4093737048952;85.45828998891848;71.7529106612982;83.13189313954281;80.68304229352877;18.988402926517953;64.69787910523104;79.03007059816505;77.23312308554021;81.24168037032425;86.44673297753417;87.04527804082183;85.06608461890904;84.48114898371028;86.44673297753417;75.47703369614224;82.94090950069848;83.70748671638003;84.48114898371028;63.226810029241285;87.44660867258324;79.5772637306123;83.3233165462957;90.72458878313572;87.04527804082183;67.27767247925628;71.7529106612982;76.70204884940001;77.58921383254534;76.35002968948747;93.69346289903146;81.42875128425993;75.13063666512456;74.61401965051199;63.08155547294681;77.58921383254534;85.26196178592542;77.05569102752814;78.12643067468917;75.13063666512456;74.61401965051199;83.3233165462957;76.70204884940001;73.08538539164365;72.08373436149837;79.76050208051753;95.21413622430518;95.87338555888753;80.12824555161734;88.6617369735164;81.61625295647981;76.70204884940001;79.94416236366476
100;3;95.87338555888753;102.48622717491455;85.85230365953272;85.26196178592542;95.43338077220086;89.89375028360132;85.06608461890904;85.26196178592542;82.75036461945882;93.69346289903146;77.4109637069535;78.66736713095496;80.86882686115663;90.10074386061753;75.82502782400917;115.77265768219846;82.18135245311242;103.19582744802683;106.57281074536908;93.26346272832193;94.77715702038213;99.69628560183793;94.34218330463797;70.93247871421282;89.48118865153393;85.26196178592542;84.48114898371028;93.04920325689164;84.09342814000658;93.69346289903146;93.90920587301264;97.42943969022213;83.70748671638003;100.1559449215093;76.17462641229403;81.61625295647981;90.30821407077885;91.77394378063636;84.09342814000658;88.05207673504692;94.12544562691185;98.10402747551902;98.32992642291843;89.07052044475715;89.07052044475715;90.72458878313572;81.9925525455932;102.25077972077757;90.10074386061753;93.04920325689164;94.12544562691185;79.76050208051753;89.68723224473376;92.83543601596358;90.10074386061753;90.93349548795442;98.10402747551902;79.39444634461776;95.87338555888753;91.14288323117634;93.26346272832193;91.14288323117634;89.48118865153393;88.86589365874443;84.48114898371028;93.04920325689164;79.39444634461776;90.30821407077885;96.75949053895263;88.86589365874443;69.00151221557883;99.01074905214578;85.26196178592542;97.87864749865372;209.563840428584;97.2056094823455;99.92585095768132;97.42943969022213;92.19707638088428;99.46724763957785;106.0837016293693;95.87338555888753;91.14288323117634;94.55942005273376;79.03007059816505;103.43345101350522;86.64578929039162;92.62215987470853;83.3233165462957;93.26346272832193;100.84941064689724;95.21413622430518;98.78328601209519;92.4093737048952;
150;3;91.56310626602688;96.75949053895263;99.46724763957785;102.72221678143227;96.31541902998988;82.37058710017779;93.90920587301264;93.90920587301264;91.56310626602688;98.78328601209519;104.87072703252481;100.61772354471226;106.32797494975146;95.43338077220086;85.45828998891848;105.5968372484542;101.08163124269969;96.09414812530488;96.53719944346616;92.62215987470853;91.98526677962242;106.81821031140409;110.31373257227528;99.46724763957785;95.21413622430518;102.72221678143227;92.62215987470853;94.99539535941216;100.3865687105195;96.98229349236969;102.48622717491455;93.26346272832193;91.35275312046308;118.46628680064781;98.10402747551902;92.4093737048952;100.1559449215093;107.55780462860899;100.61772354471226;113.92364240658203;111.84661464128764;106.32797494975146;100.61772354471226;102.01587317350378;102.25077972077757;88.86589365874443;110.31373257227528;94.34218330463797;103.9103408939769;108.3025197932092;119.01248701729637;94.55942005273376;76.52583685851603;82.94090950069848;108.3025197932092;101.5476778317758;107.55780462860899;101.5476778317758;105.35424361240754;99.01074905214578;96.98229349236969;99.69628560183793;93.69346289903146;92.19707638088428;98.10402747551902;89.89375028360132;97.2056094823455;97.42943969022213;112.1041579161951;99.69628560183793;94.55942005273376;105.35424361240754;93.47821556368753;92.62215987470853;101.78150629043697;100.84941064689724;99.01074905214578;116.0392412484498;106.0837016293693;110.31373257227528;100.84941064689724;105.83998949201612;95.65313016290338;106.0837016293693;104.38942952113904;93.04920325689164;96.75949053895263;105.35424361240754;105.83998949201612;102.25077972077757;101.5476778317758;104.62980153088488;106.32797494975146;0.0;109.05239126123435
200;3;153.27419176407454;150.47973448311032;158.2899409304989;152.9220662226185;148.75912997493032;160.12078241236603;147.05819907850767;145.0427346212984;148.75912997493032;137.5693867214618;131.0826998424925;162.71959128443044;151.17353578131596;156.84035180832117;159.75292780777542;160.489484056269;192.46771406622392;144.37707024389624;168.0444319830006;137.5693867214618;175.1474902728613;134.750971650153;190.2670136354386;143.05489254083338;153.27419176407454;135.99640077891235;145.711468108377;170.3795201952986;177.58128016475786;136.62342527317932;128.39717898913622;163.0942770678616;129.88226945076727;164.2235189839767;126.92906924156685;152.9220662226185;138.20366361880318;161.2294362682334;163.84623892869473;140.1240946738786;130.18134247263782;176.3601869479027;129.88226945076727;166.12299047968008;139.48100408072568;158.2899409304989;141.09429426645892;147.39682220370585;139.16056641591413;143.3842974641264;169.5975742568894;150.47973448311032;138.84086491082343;156.48003352402927;159.019751937195;144.0453845670817;123.47372995481003;142.071211385041;140.4467510041707;127.22134208574965;168.81921700947953;160.85903468991685;143.05489254083338;165.3605796128513;161.97280010108508;159.019751937195;166.12299047968008;202.45718265797558;136.9380207974764;157.2014997784399;145.37671684325215;175.1474902728613;160.489484056269;161.6006907506438;165.3605796128513;138.84086491082343;125.76667700754922;146.38328485555763;136.30955248712056;157.92629242245135;173.9431324029159;158.65442679270308;150.47973448311032;145.37671684325215;133.21021182558732;145.0427346212984;147.05819907850767;140.77015029810312;142.3983512378432;143.71446089068743;147.05819907850767;148.4173771424014;130.4811041541137;135.0612555746781;129.28618306108862
250;3;129.88226945076727;134.750971650153;128.98916653998216;142.071211385041;113.14027499953865;130.18134247263782;133.82439032753845;117.11172814305381;136.30955248712056;143.05489254083338;107.06417494602071;119.83651279733715;128.10220482778118;147.73622505843724;125.47774604840528;144.37707024389624;133.21021182558732;145.37671684325215;143.05489254083338;138.52189787423194;110.8223446530412;147.39682220370585;137.25334072422285;132.9041804094259;123.19006671368945;135.68396849198137;117.651683036647;131.687069245691;131.687069245691;139.48100408072568;135.37225397356013;118.73907284398597;123.75804637224999;139.80217960037407;107.55780462860899;131.99029808444726;123.19006671368945;135.0612555746781;151.52163507434625;133.21021182558732;120.11245398749564;121.5017201781105;125.47774604840528;141.74482308927838;121.5017201781105;153.9808771765164;112.1041579161951;133.51694792407994;114.97657598449999;152.2202401555017;156.1205430194796;142.3983512378432;137.25334072422285;126.34653637584607;128.98916653998216;137.8861604610773;129.88226945076727;148.07640943814368;152.9220662226185;125.76667700754922;125.47774604840528;123.75804637224999;151.52163507434625;130.78155608093476;129.28618306108862;133.21021182558732;145.0427346212984;137.25334072422285;129.28618306108862;140.4467510041707;124.90187393789093;151.8705359171794;127.22134208574965;134.44140055858222;151.8705359171794;139.16056641591413;140.77015029810312;132.59885205668874;119.83651279733715;130.78155608093476;126.05627327270784;126.63746785245633;127.80790832738843;131.99029808444726;139.16056641591413;102.48622717491455;127.80790832738843;140.77015029810312;132.59885205668874;130.18134247263782;137.25334072422285;128.10220482778118;;;
300;3;136.62342527317932;134.750971650153;130.18134247263782;126.34653637584607;124.32864475568945;152.2202401555017;130.78155608093476;144.37707024389624;152.2202401555017;131.687069245691;150.13402880772443;138.20366361880318;129.28618306108862;110.56774616084073;133.51694792407994;154.69082083006467;119.01248701729637;142.071211385041;164.60166778205706;142.72624437825547;139.80217960037407;134.1325406623339;135.37225397356013;157.92629242245135;143.3842974641264;156.84035180832117;147.39682220370585;146.04699018750796;124.90187393789093;140.4467510041707;136.62342527317932;138.20366361880318;151.17353578131596;153.62712812636244;142.3983512378432;131.99029808444726;117.38139511592345;129.28618306108862;151.52163507434625;132.9041804094259;138.52189787423194;138.52189787423194;149.44499826045774;146.04699018750796;137.5693867214618;119.28653076694064;146.72035389152555;176.3601869479027;156.84035180832117;148.07640943814368;145.0427346212984;170.3795201952986;152.2202401555017;119.01248701729637;147.05819907850767;147.73622505843724;149.44499826045774;160.85903468991685;153.62712812636244;137.5693867214618;138.52189787423194;148.4173771424014;160.489484056269;156.1205430194796;146.72035389152555;141.09429426645892;133.82439032753845;132.59885205668874;129.88226945076727;148.07640943814368;168.43137899504623;138.84086491082343;152.5707496392494;124.04301747004386;149.44499826045774;138.84086491082343;155.7618783929666;142.72624437825547;179.63525259166943;131.687069245691;155.40403774715355;163.84623892869473;142.3983512378432;138.20366361880318;145.711468108377;152.5707496392494;149.1016697436037;131.3845370318381;130.78155608093476;116.30643866255794;131.99029808444726;124.04301747004386;139.48100408072568;134.750971650153;133.21021182558732
350;3;153.62712812636244;134.44140055858222;157.56347934485905;180.04888917235328;151.17353578131596;173.14483149362397;161.97280010108508;166.88891651518585;157.2014997784399;245.04170499434795;159.75292780777542;146.04699018750796;166.50551309015668;158.65442679270308;133.82439032753845;166.88891651518585;160.12078241236603;148.07640943814368;150.13402880772443;148.4173771424014;135.0612555746781;163.0942770678616;171.95424440542277;182.1314029007877;153.62712812636244;157.2014997784399;140.4467510041707;149.1016697436037;152.5707496392494;187.65936301980136;182.97113726243202;136.9380207974764;155.04701918906255;159.75292780777542;135.0612555746781;143.71446089068743;142.071211385041;150.47973448311032;146.04699018750796;182.97113726243202;171.55920411377264;147.73622505843724;188.9586901481545;159.75292780777542;131.687069245691;149.78911734170106;167.65837392639204;149.44499826045774;170.3795201952986;144.70951967574905;133.82439032753845;139.48100408072568;143.3842974641264;149.1016697436037;134.44140055858222;182.97113726243202;147.73622505843724;182.1314029007877;123.19006671368945;139.80217960037407;148.75912997493032;179.22256628189072;164.2235189839767;168.43137899504623;170.3795201952986;171.95424440542277;168.0444319830006;180.87902190402875;146.04699018750796;168.81921700947953;172.74705599836088;171.55920411377264;214.43966580958246;394.46421267761235;239.4700652508151;166.50551309015668;124.04301747004386;158.65442679270308;160.489484056269;153.9808771765164;148.07640943814368;156.48003352402927;180.46347821208073;173.54352292544948;180.87902190402875;155.7618783929666;95.65313016290338;157.92629242245135;155.40403774715355;167.65837392639204;172.74705599836088;182.5507872345648;168.43137899504623;145.711468108377;164.98068732334383
400;3;215.4283605267583;261.94339230832657;266.8077657227987;306.994066649216;277.4465828783136;273.6441173913884;234.02511075636028;268.0379086046006;288.50961718568635;276.1732594861681;234.02511075636028;249.01880620114244;241.12812241994263;236.18807616008147;226.0889306955594;271.1381366980691;295.2222376036896;254.22721655872235;237.27704401627443;226.0889306955594;269.8937655172144;262.5465554823915;255.9874501752332;308.4094923390225;217.4194463948251;226.0889306955594;304.88309880366177;279.367584132936;253.64316587639095;280.6556352662915;210.04639198313274;259.54456462613547;276.80918902161307;263.15110752834715;213.9470213365385;296.5833881427452;246.17149335836635;261.94339230832657;236.18807616008147;223.5038009786536;218.42187967716725;236.18807616008147;249.59220861540658;228.70396100307693;352.4216825925416;248.44672109694383;243.35673705438484;227.13133546963292;246.73833941617247;274.274223205303;227.65433876444487;280.6556352662915;253.06045696699857;260.74121982026094;291.17615292023476;275.5387909079098;266.8077657227987;256.57689891684043;239.4700652508151;248.44672109694383;231.88195337772558;249.01880620114244;278.725777050505;292.51864859645656;243.9171017219502;256.57689891684043;275.5387909079098;176.3601869479027;245.04170499434795;266.8077657227987;283.2495809650177;251.8990521439864;235.10410605239272;253.64316587639095;235.64546782369993;278.725777050505;264.97312891521335;265.5832685032748;183.8147433001679;199.22372122686238;306.28879167305405;250.7429775143165;252.47908674801366;218.42187967716725;266.1948130274459;261.34161481541787;317.04014952964735;245.04170499434795;268.6551052985083;289.839818542273;228.70396100307693;249.59220861540658;277.4465828783136;205.7431241490039;206.6917226238869
450;3;308.4094923390225;328.9245590016707;307.7009656247064;291.17615292023476;317.04014952964735;269.2737231785496;373.27985526137724;322.9276875244099;281.3018861310095;315.58511398926566;260.74121982026094;299.3245453023246;296.5833881427452;263.7570516442754;284.5555304183761;301.3970265024886;299.3245453023246;287.84680758938356;310.54487643917764;310.54487643917764;297.95081439736;339.6882959598702;285.21076136507946;297.2663150003028;310.54487643917764;292.51864859645656;325.9123305559271;285.8675010773755;317.7701810880355;314.13675624167104;330.44109733708814;364.79239849526294;278.08544442808454;321.44563150400245;285.8675010773755;234.56398798235475;338.90791066626997;255.9874501752332;329.6819561602209;332.729025182434;304.88309880366177;377.59735161863443;350.80426576336697;296.5833881427452;289.1739529985368;326.6627916155961;334.2631043753249;319.23529109056983;325.16359357324677;296.5833881427452;271.1381366980691;255.39935560783434;303.4838572720161;284.5555304183761;294.5440067217022;304.18267347431294;302.091037470114;309.1196505402723;332.729025182434;305.58513696531435;390.8517845698973;291.8466288236721;289.839818542273;287.84680758938356;363.11820705465465;286.52575302941904;285.8675010773755;343.61725960400435;288.50961718568635;337.3525144312268;322.9276875244099;319.97037728515147;335.80425658797634;319.23529109056983;326.6627916155961;292.51864859645656;299.3245453023246;302.78664650003196;281.9496250833612;308.4094923390225;328.9245590016707;321.44563150400245;291.8466288236721;322.18580733237013;309.8314439851943;303.4838572720161;268.0379086046006;304.88309880366177;317.04014952964735;349.1942719655453;312.6950456395597;330.44109733708814;304.88309880366177;314.13675624167104;289.1739529985368
500;3;349.1942719655453;381.9647857759958;368.16397402805757;306.28879167305405;345.2015400495941;358.1415934100561;394.46421267761235;281.9496250833612;334.2631043753249;363.11820705465465;375.8643926625708;396.28292789392685;309.8314439851943;356.49792541509163;343.61725960400435;332.729025182434;379.3383005487472;345.2015400495941;361.4516992088564;369.86142946290823;409.250902099993;354.8618009295309;362.2839948901666;370.71308978460263;385.4950762409936;392.65384433875624;345.2015400495941;325.9123305559271;419.73704023717846;367.31816993535824;293.19221579357423;312.6950456395597;371.5667111794065;372.422298162979;375.0008979590133;351.6120441636875;370.71308978460263;319.23529109056983;341.25446154044994;414.93771329682374;363.11820705465465;342.82784807816876;381.08727629145363;383.7258711816188;375.8643926625708;388.1641901202389;381.9647857759958;304.18267347431294;404.57147500272475;390.8517845698973;363.11820705465465;352.4216825925416;323.67127600466995;328.9245590016707;341.25446154044994;349.1942719655453;349.99834311843045;418.7727543984368;353.23318533291837;401.78954053643093;342.82784807816876;403.64202988183786;401.78954053643093;382.8443158551454;326.6627916155961;311.97667347925545;368.16397402805757;346.79312497265164;323.67127600466995;386.382735332994;325.9123305559271;342.82784807816876;422.64324067598795;397.1954276004851;393.55798754684844;439.495914163152;360.62131560787793;377.59735161863443;331.20198654813083;383.7258711816188;306.994066649216;364.79239849526294;370.71308978460263;368.16397402805757;342.82784807816876;278.08544442808454;385.4950762409936;311.2599516762814;341.25446154044994;369.0117257090382;422.64324067598795;378.46682503849723;431.4831329952847;371.5667111794065;392.65384433875624
